"행정구역(시군구)별","항목","단위","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"나주시","남자인구수[명]","명","56096","55726","55015","54138","52767","51290","50664","49531","48962","48288","47981","46638","45726","45294","44403","44298","44123","45787","49486","52528","55396","57274","57668","58194","58906","58749","59261","58934",
"나주시","여자인구수[명]","명","56297","55993","55133","54321","53065","51535","51044","49777","49018","48129","47458","46246","45149","44824","43840","43769","43631","44882","48696","51848","54714","56565","56996","57419","57820","57707","58116","57720",
"여천시","총인구수[명]","명","80909","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"여천시","남자인구수[명]","명","40916","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"여천시","여자인구수[명]","명","39993","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"광양시","총인구수[명]","명","132288","136728","138083","137940","138238","137913","136484","137601","138098","138237","138865","141388","143461","145512","150725","150837","151621","152097","153587","155580","155857","156564","156750","151769","150531","152168","152666","154692",
"광양시","남자인구수[명]","명","67642","69902","70456","70381","70534","70299","69729","70318","70570","70607","71056","72439","73549","74789","77670","77678","77990","78128","78815","80012","80301","80972","81365","79144","78626","79523","79892","81108",
"광양시","여자인구수[명]","명","64646","66826","67627","67559","67704","67614","66755","67283","67528","67630","67809","68949","69912","70723","73055","73159","73631","73969","74772","75568","75556","75592","75385","72625","71905","72645","72774","73584",
"담양군","총인구수[명]","명","58600","57797","56536","55089","53268","51535","50933","50613","50364","50332","50441","48347","47286","47808","47819","47612","47365","47177","47009","47229","47285","46917","46535","46280","46180","45792","45373","44623",
"담양군","남자인구수[명]","명","29551","29160","28603","27840","26964","26096","25720","25593","25444","25437","25561","24507","24004","24101","24113","24060","23833","23753","23668","23723","23746","23683","23719","23502","23428","23168","22961","22516",
"담양군","여자인구수[명]","명","29049","28637","27933","27249","26304","25439","25213","25020","24920","24895","24880","23840","23282","23707","23706","23552","23532","23424","23341","23506","23539","23234","22816","22778","22752","22624","22412","22107",
"곡성군","총인구수[명]","명","41236","40809","41609","41149","38767","36754","35297","34396","34157","33631","33311","32608","32084","31886","31332","30878","31009","30732","30672","30400","30131","29624","28887","28039","27535","27060","26905","26566",
"곡성군","남자인구수[명]","명","20067","19966","20244","19968","18922","17884","17143","16690","16610","16357","16083","15796","15540","15475","15224","14997","15085","14976","14948","14786","14643","14417","14114","13707","13540","13386","13375","13192",
"곡성군","여자인구수[명]","명","21169","20843","21365","21181","19845","18870","18154","17706","17547","17274","17228","16812","16544","16411","16108","15881","15924","15756","15724","15614","15488","15207","14773","14332","13995","13674","13530","13374",
"구례군","총인구수[명]","명","35032","34949","34242","33588","32948","31755","30509","30232","29577","28837","28203","27703","27518","27375","27422","27077","27115","27170","27308","27412","27525","27117","26563","25719","25235","24655","24314","24025",
"구례군","남자인구수[명]","명","17167","17189","16846","16522","16161","15563","14963","14786","14484","14122","13798","13515","13414","13346","13380","13193","13196","13199","13278","13342","13392","13191","12924","12519","12285","12052","11890","11736",
"구례군","여자인구수[명]","명","17865","17760","17396","17066","16787","16192","15546","15446","15093","14715","14405","14188","14104","14029","14042","13884","13919","13971","14030","14070","14133","13926","13639","13200","12950","12603","12424","12289",
"여천군","총인구수[명]","명","61246","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"여천군","남자인구수[명]","명","31024","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"여천군","여자인구수[명]","명","30222","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"고흥군","총인구수[명]","명","104470","103256","102542","100989","95864","92715","91518","86747","83830","81068","78589","76605","75127","73924","72607","71560","70631","69641","68601","67656","66736","65777","64913","63922","62762","61880","61113","60190",
"고흥군","남자인구수[명]","명","51544","51004","50580","49583","46998","45163","44450","42168","40739","39365","38020","37060","36298","35666","35055","34464","34003","33483","33027","32556","32112","31783","31445","31051","30569","30170","29893","29597",
"고흥군","여자인구수[명]","명","52926","52252","51962","51406","48866","47552","47068","44579","43091","41703","40569","39545","38829","38258","37552","37096","36628","36158","35574","35100","34624","33994","33468","32871","32193","31710","31220","30593",
"보성군","총인구수[명]","명","65253","64445","63047","61329","59417","57282","55983","54288","53145","51948","50921","50004","49048","48792","47894","47050","46385","45882","45349","44469","43755","42803","41420","40482","39375","38471","37686","37045",
"보성군","남자인구수[명]","명","32052","31690","30943","29984","29037","27840","27141","26410","25894","25207","24715","24231","23738","23586","23120","22690","22395","22146","21928","21503","21153","20725","20063","19719","19221","18823","18465","18204",
"보성군","여자인구수[명]","명","33201","32755","32104","31345","30380","29442","28842","27878","27251","26741","26206","25773","25310","25206","24774","24360","23990","23736","23421","22966","22602","22078","21357","20763","20154","19648","19221","18841",
"화순군","총인구수[명]","명","73698","76299","78042","78610","79219","78443","76123","75023","73673","72615","71551","70327","69675","69368","68985","68378","67829","66772","65848","65303","64680","63933","62737","62522","62624","62024","61254","60735",
"화순군","남자인구수[명]","명","37062","38327","39088","39249","39545","39002","37866","37227","36512","36004","35453","34895","34519","34326","34112","33729","33420","32844","32363","32113","31838","31488","31061","30906","30910","30643","30322","30077",
"화순군","여자인구수[명]","명","36636","37972","38954","39361","39674","39441","38257","37796","37161","36611","36098","35432","35156","35042","34873","34649","34409","33928","33485","33190","32842","32445","31676","31616","31714","31381","30932","30658",
"장흥군","총인구수[명]","명","57500","56894","55533","53392","51738","50232","47837","46568","45542","44451","43468","42783","42097","42394","42552","42672","43004","43190","43513","40669","40136","39312","38563","37800","36547","35650","35046","34451",
"장흥군","남자인구수[명]","명","28023","27765","27108","26001","25124","24232","23023","22436","21923","21421","20948","20641","20329","20509","20582","20697","20870","20961","21091","19670","19499","19085","18690","18381","17785","17402","17121","16876",
"장흥군","여자인구수[명]","명","29477","29129","28425","27391","26614","26000","24814","24132","23619","23030","22520","22142","21768","21885","21970","21975","22134","22229","22422","20999","20637","20227","19873","19419","18762","18248","17925","17575",
"강진군","총인구수[명]","명","52188","51739","51207","49254","50846","46381","44743","43550","42696","41938","41352","41153","41164","41624","41599","40241","40079","39861","38758","37753","36868","36144","35286","34597","33753","33177","32722","32189",
"강진군","남자인구수[명]","명","25293","25130","24887","23898","24404","22412","21607","20993","20530","20086","19753","19606","19603","19778","19744","19192","19123","19021","18507","18127","17731","17350","16944","16715","16359","16128","15949","15766",
"강진군","여자인구수[명]","명","26895","26609","26320","25356","26442","23969","23136","22557","22166","21852","21599","21547","21561","21846","21855","21049","20956","20840","20251","19626","19137","18794","18342","17882","17394","17049","16773","16423",
"해남군","총인구수[명]","명","99329","101758","100792","99230","96445","92323","89981","87736","86238","84338","82529","81043","81148","79579","78346","78150","77684","76981","76194","75121","73604","71901","70354","68806","67166","65831","64575","63120",
"해남군","남자인구수[명]","명","48608","49762","49365","48572","47152","45029","43811","42729","42057","41132","40341","39745","39839","39081","38424","38203","37838","37415","37049","36538","35867","35253","34642","33975","33273","32772","32249","31626",
"해남군","여자인구수[명]","명","50721","51996","51427","50658","49293","47294","46170","45007","44181","43206","42188","41298","41309","40498","39922","39947","39846","39566","39145","38583","37737","36648","35712","34831","33893","33059","32326","31494",
"영암군","총인구수[명]","명","63761","65869","66018","65268","64391","64637","63267","62336","62004","61546","60742","60106","59837","60082","60139","59997","59061","58852","58137","57045","55616","54731","54593","53699","52937","52395","52350","51391",
"영암군","남자인구수[명]","명","31738","33015","32952","32633","32276","32394","31699","31284","31139","30940","30655","30462","30425","30591","30659","30580","30083","30029","29713","29253","28502","28118","28027","27595","27485","27359","27372","26939",
"영암군","여자인구수[명]","명","32023","32854","33066","32635","32115","32243","31568","31052","30865","30606","30087","29644","29412","29491","29480","29417","28978","28823","28424","27792","27114","26613","26566","26104","25452","25036","24978","24452",
"무안군","총인구수[명]","명","71804","71334","71164","70212","68904","65976","63681","62472","61915","61766","63674","66598","72417","74475","75718","75741","79367","81696","82236","82109","82872","81991","81105","86132","91107","90608","90296","92687",
"무안군","남자인구수[명]","명","36122","35920","35877","35296","34621","33104","32016","31393","31153","31145","32038","33486","36379","37383","37927","37997","39705","40869","41098","41153","41473","41104","40659","43254","45753","45607","45431","46533",
"무안군","여자인구수[명]","명","35682","35414","35287","34916","34283","32872","31665","31079","30762","30621","31636","33112","36038","37092","37791","37744","39662","40827","41138","40956","41399","40887","40446","42878","45354","45001","44865","46154",
"함평군","총인구수[명]","명","48237","50854","46830","45232","43522","41965","42119","40205","40189","38647","37998","37432","37089","36702","36134","35780","35610","35090","34876","34397","34328","33420","32861","32050","31274","30784","30601","30010",
"함평군","남자인구수[명]","명","23905","25220","23363","22487","21585","20732","20708","19844","19849","19122","18832","18543","18406","18157","17872","17668","17665","17399","17237","17047","17004","16642","16404","16062","15730","15539","15505","15255",
"함평군","여자인구수[명]","명","24332","25634","23467","22745","21937","21233","21411","20361","20340","19525","19166","18889","18683","18545","18262","18112","17945","17691","17639","17350","17324","16778","16457","15988","15544","15245","15096","14755",
"영광군","총인구수[명]","명","74724","75658","74760","72780","70120","67055","64148","62959","61500","60045","58837","58075","57037","57362","56863","57224","57617","56833","56267","55618","54774","54127","53852","53099","51985","52197","51750","52098",
"영광군","남자인구수[명]","명","37247","37832","37486","36346","34863","33318","31879","31322","30621","29901","29256","28833","28357","28549","28212","28460","28691","28286","27997","27724","27296","27000","26828","26468","25959","26081","25874","26061",
"영광군","여자인구수[명]","명","37477","37826","37274","36434","35257","33737","32269","31637","30879","30144","29581","29242","28680","28813","28651","28764","28926","28547","28270","27894","27478","27127","27024","26631","26026","26116","25876","26037",
"장성군","총인구수[명]","명","57664","56992","56462","55986","54687","52542","51493","50200","49165","47870","47410","46602","46214","46514","46245","46289","46292","46273","46360","46104","46111","45795","45739","44464","43365","43146","42543","42026",
"장성군","남자인구수[명]","명","29007","28730","28444","28074","27439","26416","25899","25320","24878","24265","24111","23760","23577","23659","23543","23472","23385","23345","23394","23275","23300","23205","23489","22781","22206","22162","21892","21548",
"장성군","여자인구수[명]","명","28657","28262","28018","27912","27248","26126","25594","24880","24287","23605","23299","22842","22637","22855","22702","22817","22907","22928","22966","22829","22811","22590","22250","21683","21159","20984","20651","20478",
"완도군","총인구수[명]","명","69409","68915","68833","66978","65397","62964","61145","59950","58841","57464","56201","54999","54301","54269","54037","53871","53619","53174","53014","52668","52109","51477","50689","49916","48631","47597","46641","45631",
"완도군","남자인구수[명]","명","34670","34437","34461","33417","32561","31224","30422","29860","29315","28608","27965","27312","26916","26927","26799","26782","26662","26453","26430","26285","26092","25822","25457","25099","24475","24017","23545","23072",
"완도군","여자인구수[명]","명","34739","34478","34372","33561","32836","31740","30723","30090","29526","28856","28236","27687","27385","27342","27238","27089","26957","26721","26584","26383","26017","25655","25232","24817","24156","23580","23096","22559",
"진도군","총인구수[명]","명","44256","43865","43362","42229","41139","39619","38382","37329","36529","35953","35206","34412","33931","33743","33502","33208","32998","32746","32476","32078","31765","31219","30715","31227","30066","29507","28979","28478",
"진도군","남자인구수[명]","명","21479","21351","21135","20459","19868","19009","18397","17907","17521","17336","16955","16572","16371","16309","16224","16058","16012","15919","15801","15701","15592","15328","15093","15429","14908","14684","14453","14173",
"진도군","여자인구수[명]","명","22777","22514","22227","21770","21271","20610","19985","19422","19008","18617","18251","17840","17560","17434","17278","17150","16986","16827","16675","16377","16173","15891","15622","15798","15158","14823","14526","14305",
"신안군","총인구수[명]","명","56855","56614","54953","53150","51342","49704","50726","47591","46451","46714","45968","45718","45294","45428","44355","43898","44162","43747","43294","42652","42070","41263","40274","38938","38217","37858","38037","38173",
"신안군","남자인구수[명]","명","28581","28585","27843","26898","25966","25124","25515","24137","23664","23870","23555","23520","23367","23538","23070","22869","23145","22969","22825","22555","22301","21915","21402","20769","20455","20346","20514","20625",
"신안군","여자인구수[명]","명","28274","28029","27110","26252","25376","24580","25211","23454","22787","22844","22413","22198","21927","21890","21285","21029","21017","20778","20469","20097","19769","19348","18872","18169","17762","17512","17523","17548",
"경상북도","총인구수[명]","명","2799084","2809595","2808567","2797178","2784704","2756744","2720832","2695917","2688491","2688577","2681364","2673931","2669876","2689920","2699195","2698353","2699440","2700794","2702826","2700398","2691706","2676831","2665836","2639422","2626609","2600492","2554324","2531384",
"경상북도","남자인구수[명]","명","1403153","1408418","1407843","1401512","1394244","1380211","1363201","1352420","1349437","1349830","1346756","1343199","1340977","1351202","1355727","1355294","1355951","1356182","1357306","1356868","1353164","1346689","1342037","1329211","1323661","1311881","1290298","1280547",
"경상북도","여자인구수[명]","명","1395931","1401177","1400724","1395666","1390460","1376533","1357631","1343497","1339054","1338747","1334608","1330732","1328899","1338718","1343468","1343059","1343489","1344612","1345520","1343530","1338542","1330142","1323799","1310211","1302948","1288611","1264026","1250837",
"포항시","총인구수[명]","명","511675","512001","513390","515977","515039","511667","508850","507129","507052","505008","505555","508119","509475","514755","517088","518913","519467","519368","519584","516775","513832","510013","507025","502916","503852","496650","493033","491581",
"포항시","남자인구수[명]","명","259676","259956","260652","261872","261245","259751","258420","257688","257849","257090","257385","258441","259082","261586","262648","263576","263461","263070","262814","261105","259491","257789","256140","254222","255292","251630","250242","249710",
"포항시","여자인구수[명]","명","251999","252045","252738","254105","253794","251916","250430","249441","249203","247918","248170","249678","250393","253169","254440","255337","256006","256298","256770","255670","254341","252224","250885","248694","248560","245020","242791","241871",
"남구","총인구수[명]","명","","","","","","","259237","255608","255866","252219","253451","253771","252584","254288","252556","251434","249709","247649","246445","244748","242469","239400","235633","230422","230801","227486","226278","220613",
"남구","남자인구수[명]","명","","","","","","","133067","131310","131578","129980","130728","130755","130204","131125","130216","129686","128687","127446","126724","125811","124553","123222","121261","118767","119438","117785","117509","114597",
"남구","여자인구수[명]","명","","","","","","","126170","124298","124288","122239","122723","123016","122380","123163","122340","121748","121022","120203","119721","118937","117916","116178","114372","111655","111363","109701","108769","106016",
"북구","총인구수[명]","명","","","","","","","249613","251521","251186","252789","252104","254348","256891","260467","264532","267479","269758","271719","273139","272027","271363","270613","271392","272494","273051","269164","266755","270968",
"북구","남자인구수[명]","명","","","","","","","125353","126378","126271","127110","126657","127686","128878","130461","132432","133890","134774","135624","136090","135294","134938","134567","134879","135455","135854","133845","132733","135113",
"북구","여자인구수[명]","명","","","","","","","124260","125143","124915","125679","125447","126662","128013","130006","132100","133589","134984","136095","137049","136733","136425","136046","136513","137039","137197","135319","134022","135855",
"경주시","총인구수[명]","명","291146","291414","291614","290149","287506","284589","281177","277870","275087","273419","272206","269343","267466","267098","265488","264091","263283","261535","259773","259452","257903","256864","255402","253502","251889","249607","247489","244769",
"경주시","남자인구수[명]","명","144931","145125","145219","144336","143029","141561","139926","138536","137261","136505","136019","134663","133819","133646","132822","132100","131725","130820","130055","129944","129178","128802","127928","126911","126024","124909","123906","122608",
"경주시","여자인구수[명]","명","146215","146289","146395","145813","144477","143028","141251","139334","137826","136914","136187","134680","133647","133452","132666","131991","131558","130715","129718","129508","128725","128062","127474","126591","125865","124698","123583","122161",
"김천시","총인구수[명]","명","150366","150144","151459","149864","150858","146666","150306","143527","141632","139682","139084","138056","135918","136136","136185","135504","135259","135456","140132","142256","142908","141104","141229","140548","140239","139324","137515","135446",
"김천시","남자인구수[명]","명","74591","74445","75192","74404","74850","72847","74191","71276","70312","69386","69126","68569","67446","67573","67528","67317","67222","67355","70004","71201","71556","70663","70743","70525","70305","69900","69082","68101",
"김천시","여자인구수[명]","명","75775","75699","76267","75460","76008","73819","76115","72251","71320","70296","69958","69487","68472","68563","68657","68187","68037","68101","70128","71055","71352","70441","70486","70023","69934","69424","68433","67345",
"안동시","총인구수[명]","명","188459","187515","186188","183903","181838","179326","175677","174037","171387","168733","167916","167300","167432","167886","168157","168302","168461","168697","169221","168798","166272","162180","160052","158907","156972","154610","152935","153159",
"안동시","남자인구수[명]","명","94186","93913","93202","91997","90905","89597","87722","86876","85624","84220","83582","83145","82991","83013","83037","83091","83229","83240","83491","83341","82143","80204","79239","78661","77590","76447","75538","75871",
"안동시","여자인구수[명]","명","94273","93602","92986","91906","90933","89729","87955","87161","85763","84513","84334","84155","84441","84873","85120","85211","85232","85457","85730","85457","84129","81976","80813","80246","79382","78163","77397","77288",
"구미시","총인구수[명]","명","321463","328659","335487","336914","344159","350011","355629","365681","374614","386465","391897","393959","396419","404920","413446","416949","419428","420320","419915","419891","421799","421494","419742","416328","412581","408110","405506","404820",
"구미시","남자인구수[명]","명","163302","166430","169846","170523","174049","177268","180520","185980","190863","196423","199147","200203","201402","206195","210447","212041","213652","214452","214528","214600","215826","215863","215208","213720","212021","209909","209131","209069",
"구미시","여자인구수[명]","명","158161","162229","165641","166391","170110","172743","175109","179701","183751","190042","192750","193756","195017","198725","202999","204908","205776","205868","205387","205291","205973","205631","204534","202608","200560","198201","196375","195751",
"영주시","총인구수[명]","명","135230","134774","133534","131175","128707","126040","123806","121513","119098","116965","115083","113930","113309","113926","114148","113547","112625","110780","109735","109247","108371","106801","105067","103119","101942","100749","100199","98870",
"영주시","남자인구수[명]","명","67536","67462","66937","65724","64395","63135","61968","60812","59583","58425","57397","56785","56481","56713","56759","56442","56102","55109","54518","54245","53737","52941","52060","51070","50591","49920","49730","49141",
"영주시","여자인구수[명]","명","67694","67312","66597","65451","64312","62905","61838","60701","59515","58540","57686","57145","56828","57213","57389","57105","56523","55671","55217","55002","54634","53860","53007","52049","51351","50829","50469","49729",
"영천시","총인구수[명]","명","121198","122609","121930","119639","117991","115401","112423","109520","107337","105029","105819","104022","103115","103190","104182","101798","100778","100689","100648","100521","100615","101595","102470","102015","101888","101088","100212","98143",
"영천시","남자인구수[명]","명","60482","61317","60959","59849","59047","57803","56266","54818","53683","52584","52896","52090","51813","51895","52547","51337","50743","50619","50641","50644","50857","51453","52100","51812","51737","51406","51137","50226",
"영천시","여자인구수[명]","명","60716","61292","60971","59790","58944","57598","56157","54702","53654","52445","52923","51932","51302","51295","51635","50461","50035","50070","50007","49877","49758","50142","50370","50203","50151","49682","49075","47917",
"상주시","총인구수[명]","명","130564","129259","127127","124674","122047","118999","115337","112585","110444","108280","106600","105381","106208","105607","104685","104182","103346","102892","102374","101799","100947","100297","100688","97228","95566","94823","93858","91850",
"상주시","남자인구수[명]","명","64630","64018","63005","61693","60234","58697","56857","55402","54283","53248","52389","51844","52321","52081","51569","51259","50785","50485","50084","49824","49344","49046","49378","47634","46869","46660","46166","45315",
"상주시","여자인구수[명]","명","65934","65241","64122","62981","61813","60302","58480","57183","56161","55032","54211","53537","53887","53526","53116","52923","52561","52407","52290","51975","51603","51251","51310","49594","48697","48163","47692","46535",
"문경시","총인구수[명]","명","91774","91163","90144","89900","89091","83749","81258","79552","78058","76177","74780","75486","76645","77391","76727","75899","75664","75911","75784","74702","73294","71874","72242","71406","71154","70373","68755","67257",
"문경시","남자인구수[명]","명","45606","45341","44819","44409","43879","41397","40212","39363","38562","37627","37002","37277","37764","38036","37632","37319","37164","37231","37131","36537","35907","35174","35391","35000","34919","34577","33775","33041",
"문경시","여자인구수[명]","명","46168","45822","45325","45491","45212","42352","41046","40189","39496","38550","37778","38209","38881","39355","39095","38580","38500","38680","38653","38165","37387","36700","36851","36406","36235","35796","34980","34216",
"경산시","총인구수[명]","명","198304","207444","212489","213821","215995","218446","216240","219579","227766","234839","236881","237423","236459","240708","243684","246358","248805","253968","256888","258037","259485","261093","263185","263728","268369","267725","266205","266398",
"경산시","남자인구수[명]","명","99565","103997","106451","107127","108275","109501","108617","110412","114651","118315","119454","119731","119284","121560","123114","124367","125454","127909","129290","130060","130775","131537","132616","132805","134940","134746","133847","133851",
"경산시","여자인구수[명]","명","98739","103447","106038","106694","107720","108945","107623","109167","113115","116524","117427","117692","117175","119148","120570","121991","123351","126059","127598","127977","128710","129556","130569","130923","133429","132979","132358","132547",
"군위군","총인구수[명]","명","32063","31490","31846","32637","34055","31654","29762","28825","27709","26687","25781","25309","24966","24736","24268","24119","24172","24170","24126","24171","24215","23919","23843","23256","22945","23340","","",
"군위군","남자인구수[명]","명","16150","15826","15949","16221","16734","15634","14755","14381","13864","13381","12958","12740","12587","12436","12200","12059","12089","12120","12077","12156","12247","12188","12166","11892","11761","11969","","",
"군위군","여자인구수[명]","명","15913","15664","15897","16416","17321","16020","15007","14444","13845","13306","12823","12569","12379","12300","12068","12060","12083","12050","12049","12015","11968","11731","11677","11364","11184","11371","","",
"의성군","총인구수[명]","명","81533","80559","78866","76327","73872","70863","68372","66124","64457","62947","61366","60033","59109","58832","57744","57043","56064","55212","54477","54014","53474","52944","52595","51724","50632","50186","50086","48690",
"의성군","남자인구수[명]","명","40662","40053","39158","37776","36542","34989","33726","32583","31766","30957","30225","29591","29102","28885","28329","27932","27399","26922","26575","26334","26102","25838","25720","25265","24796","24709","24808","24244",
"의성군","여자인구수[명]","명","40871","40506","39708","38551","37330","35874","34646","33541","32691","31990","31141","30442","30007","29947","29415","29111","28665","28290","27902","27680","27372","27106","26875","26459","25836","25477","25278","24446",
"청송군","총인구수[명]","명","35813","35760","34959","34248","33517","32323","31313","30099","29298","28465","27862","27289","26917","26715","26569","26481","26470","26453","26384","26301","26006","25678","25416","25044","24539","24295","24019","23716",
"청송군","남자인구수[명]","명","17996","17944","17453","17021","16623","15979","15563","14951","14502","14093","13758","13548","13379","13213","13162","13075","13134","13119","13054","13008","12891","12762","12694","12482","12261","12168","12063","11905",
"청송군","여자인구수[명]","명","17817","17816","17506","17227","16894","16344","15750","15148","14796","14372","14104","13741","13538","13502","13407","13406","13336","13334","13330","13293","13115","12916","12722","12562","12278","12127","11956","11811",
"영양군","총인구수[명]","명","24276","23976","23409","22805","22172","21385","20772","20205","20025","19615","19119","18766","18553","18451","18241","18208","18297","18197","17898","17713","17479","17356","16993","16692","16320","16022","15661","15328",
"영양군","남자인구수[명]","명","12077","11964","11672","11354","10998","10594","10260","9953","9851","9662","9422","9250","9183","9080","8982","8969","8996","8944","8803","8724","8618","8567","8419","8263","8144","7997","7805","7639",
"영양군","여자인구수[명]","명","12199","12012","11737","11451","11174","10791","10512","10252","10174","9953","9697","9516","9370","9371","9259","9239","9301","9253","9095","8989","8861","8789","8574","8429","8176","8025","7856","7689",
"영덕군","총인구수[명]","명","54358","53999","52730","51131","49593","52602","46965","45826","45003","46460","43470","42707","41710","41377","40794","40257","40142","39586","39191","39052","38529","38108","37361","36313","35314","34650","34055","33210",
"영덕군","남자인구수[명]","명","26216","26102","25423","24609","23804","24946","22490","21913","21489","21984","20615","20284","19809","19657","19378","19136","19118","18846","18625","18607","18360","18103","17777","17197","16777","16481","16232","15902",
"영덕군","여자인구수[명]","명","28142","27897","27307","26522","25789","27656","24475","23913","23514","24476","22855","22423","21901","21720","21416","21121","21024","20740","20566","20445","20169","20005","19584","19116","18537","18169","17823","17308",
"청도군","총인구수[명]","명","56598","56658","55512","52497","51268","50716","50141","47678","46748","46144","45515","44711","44279","44391","44298","43968","43788","43993","43724","43564","43346","43057","42910","42263","41891","41614","41316","40582",
"청도군","남자인구수[명]","명","27440","27392","26798","25447","24806","24495","24195","23109","22609","22369","22101","21744","21564","21627","21552","21398","21314","21448","21382","21278","21221","21117","21065","20775","20598","20541","20493","20193",
"청도군","여자인구수[명]","명","29158","29266","28714","27050","26462","26221","25946","24569","24139","23775","23414","22967","22715","22764","22746","22570","22474","22545","22342","22286","22125","21940","21845","21488","21293","21073","20823","20389",
"고령군","총인구수[명]","명","38781","38447","38251","37587","36796","35978","34942","34522","34271","34777","34907","34770","34535","34678","35455","35343","35198","35033","34594","34257","33768","32969","32373","31361","30626","30353","30139","30062",
"고령군","남자인구수[명]","명","19675","19471","19375","18997","18619","18191","17697","17510","17422","17650","17759","17734","17597","17682","18102","18046","17988","17847","17630","17485","17200","16818","16548","16074","15741","15572","15477","15507",
"고령군","여자인구수[명]","명","19106","18976","18876","18590","18177","17787","17245","17012","16849","17127","17148","17036","16938","16996","17353","17297","17210","17186","16964","16772","16568","16151","15825","15287","14885","14781","14662","14555",
"성주군","총인구수[명]","명","53213","52820","52405","51104","50380","51761","48655","47731","46960","46358","45680","45024","45616","45289","45640","45127","45067","44981","45029","45205","45138","44672","44015","43414","42842","42566","42086","41452",
"성주군","남자인구수[명]","명","26879","26767","26539","25896","25564","26103","24671","24244","23851","23665","23344","22978","23286","23072","23286","23138","23102","23007","23076","23166","23191","23011","22716","22473","22216","22161","22000","21672",
"성주군","여자인구수[명]","명","26334","26053","25866","25208","24816","25658","23984","23487","23109","22693","22336","22046","22330","22217","22354","21989","21965","21974","21953","22039","21947","21661","21299","20941","20626","20405","20086","19780",
"칠곡군","총인구수[명]","명","91500","92420","93282","103537","104743","105844","105843","106475","107750","111390","113851","116472","117288","119087","118838","119786","121182","122058","122829","123199","120864","118828","117047","114758","113822","112487","110581","107383",
"칠곡군","남자인구수[명]","명","46540","46947","47443","52894","53507","53917","54139","54548","55196","57159","58540","60060","60228","61314","61458","62001","62805","63281","63611","64002","62820","61923","61063","59828","59260","58821","57966","56390",
"칠곡군","여자인구수[명]","명","44960","45473","45839","50643","51236","51927","51704","51927","52554","54231","55311","56412","57060","57773","57380","57785","58377","58777","59218","59197","58044","56905","55984","54930","54562","53666","52615","50993",
"예천군","총인구수[명]","명","64643","63681","61828","59885","58081","55746","53649","52132","50951","50218","48866","47993","47306","47049","46579","46027","45573","45104","44674","46166","49253","53274","55100","55613","55739","55755","55325","54609",
"예천군","남자인구수[명]","명","31937","31458","30616","29648","28729","27504","26466","25696","25084","24811","24209","23780","23427","23246","22938","22640","22395","22145","21895","22663","24246","26170","27032","27352","27391","27400","27224","26929",
"예천군","여자인구수[명]","명","32706","32223","31212","30237","29352","28242","27183","26436","25867","25407","24657","24213","23879","23803","23641","23387","23178","22959","22779","23503","25007","27104","28068","28261","28348","28355","28101","27680",
"봉화군","총인구수[명]","명","46460","45737","44437","42865","41364","39852","39439","37526","36599","35608","35046","34628","34297","34567","34192","33934","33894","34023","33808","33539","33259","32843","32150","31494","30762","30139","29603","28836",
"봉화군","남자인구수[명]","명","23234","22927","22285","21531","20721","19888","19578","18717","18239","17821","17562","17346","17162","17292","17099","16903","16859","16911","16774","16667","16550","16409","16146","15853","15551","15295","15090","14720",
"봉화군","여자인구수[명]","명","23226","22810","22152","21334","20643","19964","19861","18809","18360","17787","17484","17282","17135","17275","17093","17031","17035","17112","17034","16872","16709","16434","16004","15641","15211","14844","14513","14116",
"울진군","총인구수[명]","명","69145","68342","67259","66298","65688","63511","61031","58590","56707","55076","53955","53042","52529","52430","52045","51844","51953","52104","51885","51738","50974","50036","49314","48716","47858","47030","46669","46124",
"울진군","남자인구수[명]","명","34417","34022","33454","32912","32586","31486","30190","28881","27903","27090","26584","26110","25857","25778","25504","25507","25642","25825","25813","25847","25463","24983","24658","24441","24026","23687","23553","23392",
"울진군","여자인구수[명]","명","34728","34320","33805","33386","33102","32025","30841","29709","28804","27986","27371","26932","26672","26652","26541","26337","26311","26279","26072","25891","25511","25053","24656","24275","23832","23343","23116","22732",
"울릉군","총인구수[명]","명","10522","10724","10421","10241","9944","9615","9245","9191","9538","10235","10125","10168","10325","10701","10742","10673","10524","10264","10153","10001","9975","9832","9617","9077","8867","8996","9077","9099",
"울릉군","남자인구수[명]","명","5425","5541","5396","5272","5103","4928","4772","4771","4990","5365","5282","5286","5393","5622","5634","5641","5573","5477","5435","5430","5441","5328","5230","4956","4851","4976","5033","5121",
"울릉군","여자인구수[명]","명","5097","5183","5025","4969","4841","4687","4473","4420","4548","4870","4843","4882","4932","5079","5108","5032","4951","4787","4718","4571","4534","4504","4387","4121","4016","4020","4044","3978",
